,loan_amnt,term,int_rate,installment,annual_inc,dti,revol_bal,total_acc
16967,12000.0, 36 months,11.22,394.12,36000.0,20.6,9371.0,17.0
10717,7000.0, 36 months,7.89,219.0,16000.0,29.93,2767.0,7.0
3205,35000.0, 60 months,9.8,740.21,145000.0,16.12,33222.0,30.0
23374,2000.0, 36 months,9.17,63.76,115000.0,28.27,11002.0,25.0
16215,11000.0, 36 months,13.67,374.2,78000.0,25.02,18197.0,20.0
2792,8000.0, 36 months,13.44,271.26,95000.0,38.42,42697.0,17.0
3150,5000.0, 36 months,8.49,157.82,37000.0,21.67,7635.0,20.0
10470,12000.0, 36 months,5.32,361.38,55000.0,18.68,22053.0,24.0
13216,24000.0, 36 months,7.26,743.91,200000.0,21.05,83899.0,48.0
12555,35000.0, 36 months,7.89,1095.0,250000.0,16.24,31669.0,25.0
1044,14000.0, 36 months,6.49,429.03,40000.0,14.27,11909.0,21.0
7992,9600.0, 36 months,9.76,308.69,30000.0,29.24,8424.0,14.0
14593,13000.0, 36 months,9.17,414.43,45000.0,0.67,819.0,7.0
15539,3000.0, 36 months,10.64,97.71,43000.0,15.04,1346.0,22.0
17611,14400.0, 36 months,7.89,450.52,48000.0,20.38,10686.0,42.0
18970,23000.0, 36 months,9.76,739.56,58000.0,25.47,21076.0,13.0
17701,19625.0, 60 months,21.99,541.91,95000.0,20.2,10026.0,29.0
2036,12000.0, 36 months,10.78,391.62,81900.0,11.59,10874.0,34.0
18342,15100.0, 60 months,18.99,391.62,42000.0,31.89,9105.0,42.0
6665,20150.0, 60 months,20.5,539.48,48000.0,28.2,18215.0,17.0
22077,15000.0, 36 months,7.89,469.29,35000.0,21.26,12584.0,10.0
19713,4000.0, 36 months,13.67,136.08,34000.0,3.64,3194.0,4.0
2693,5000.0, 36 months,13.44,169.54,35000.0,39.37,2140.0,17.0
1309,5600.0, 36 months,11.99,185.98,160000.0,19.7,11927.0,60.0
21442,18000.0, 36 months,9.76,578.79,175000.0,22.88,19372.0,42.0
16583,35000.0, 36 months,17.86,1262.88,95000.0,26.25,12380.0,16.0
6322,15500.0, 36 months,10.78,505.84,105000.0,21.44,36101.0,44.0
1933,1600.0, 36 months,7.91,50.08,76500.0,16.42,722.0,19.0
10740,16900.0, 60 months,11.99,375.85,45000.0,30.12,9205.0,44.0
890,9600.0, 36 months,9.17,306.04,90000.0,15.15,7421.0,23.0
8953,7000.0, 36 months,11.22,229.91,30000.0,15.72,2782.0,8.0
12504,20000.0, 36 months,7.89,625.72,305000.0,5.1,21226.0,27.0
10958,14000.0, 60 months,15.41,336.08,98000.0,16.35,2254.0,39.0
19286,15000.0, 36 months,5.32,451.73,130000.0,18.26,131189.0,23.0
11491,12000.0, 36 months,6.24,366.37,36000.0,5.3,2537.0,28.0
10240,3700.0, 36 months,17.86,133.51,23000.0,25.16,3584.0,9.0
411,4600.0, 36 months,11.99,152.77,14688.0,14.79,3810.0,26.0
7232,16000.0, 36 months,16.59,567.19,81000.0,28.55,25147.0,30.0
5483,5000.0, 36 months,8.49,157.82,50000.0,14.26,5203.0,26.0
15728,12000.0, 36 months,8.38,378.15,113000.0,6.39,13058.0,25.0
22888,10000.0, 36 months,6.89,308.27,55000.0,21.97,10232.0,19.0
14577,5600.0, 36 months,11.22,183.93,36000.0,26.57,5684.0,13.0
8022,35000.0, 36 months,17.57,1257.8,140000.0,13.34,17239.0,25.0
17938,35000.0, 60 months,15.41,840.2,185000.0,7.12,28863.0,39.0
3657,5000.0, 36 months,9.8,160.87,32000.0,22.21,10824.0,16.0
19492,15000.0, 36 months,5.32,451.73,137600.0,11.03,17469.0,37.0
22516,3925.0, 36 months,16.99,139.92,24000.0,32.4,6296.0,16.0
3531,34000.0, 60 months,11.99,756.14,106000.0,19.35,30682.0,31.0
6485,10000.0, 36 months,7.49,311.02,94500.0,18.04,15085.0,44.0
19119,20000.0, 36 months,11.22,656.86,60000.0,17.08,4483.0,12.0
4897,23175.0, 60 months,18.49,594.69,61000.0,22.21,36291.0,49.0
15432,31225.0, 60 months,17.57,785.63,83000.0,24.09,19508.0,37.0
17285,19000.0, 36 months,7.89,594.43,54000.0,31.87,954.0,29.0
9276,9600.0, 36 months,12.59,321.57,45000.0,9.25,1412.0,21.0
3124,7000.0, 36 months,11.99,232.47,30000.0,25.7,9733.0,12.0
15521,6000.0, 36 months,7.89,187.72,82000.0,8.53,8836.0,15.0
471,31800.0, 60 months,16.59,783.32,65000.0,24.15,17044.0,23.0
13995,5000.0, 36 months,9.76,160.78,73000.0,10.52,10136.0,13.0
18122,5000.0, 36 months,7.26,154.99,72000.0,8.93,4919.0,23.0
22610,10000.0, 36 months,17.86,360.83,60000.0,19.46,14150.0,14.0
18599,15650.0, 60 months,16.99,388.86,75000.0,31.74,32552.0,30.0
19532,9500.0, 36 months,18.99,348.19,25000.0,30.62,10477.0,9.0
19415,20000.0, 60 months,18.2,510.05,40000.0,12.74,16442.0,31.0
10604,24000.0, 36 months,11.22,788.24,300000.0,11.98,45565.0,9.0
23352,5000.0, 36 months,8.38,157.56,55000.0,22.32,8160.0,32.0
1731,15000.0, 60 months,14.85,355.67,74000.0,22.71,14963.0,45.0
7048,15600.0, 36 months,8.38,491.59,120000.0,8.32,30753.0,47.0
19047,1000.0, 36 months,11.22,32.85,70000.0,23.01,12818.0,32.0
1553,19500.0, 60 months,16.59,480.34,58000.0,15.17,19931.0,29.0
14295,5000.0, 36 months,9.17,159.4,85000.0,14.07,5027.0,52.0
1484,6000.0, 36 months,11.48,197.8,48000.0,7.73,4385.0,15.0
23340,25675.0, 60 months,24.99,753.45,80000.0,8.09,6870.0,9.0
7252,22500.0, 60 months,18.2,573.81,45000.0,21.26,10674.0,20.0
10732,30000.0, 36 months,16.99,1069.44,80000.0,20.54,13124.0,18.0
18750,15000.0, 60 months,14.48,352.77,48500.0,26.58,14015.0,20.0
17452,12000.0, 60 months,18.2,306.03,82000.0,12.79,13204.0,26.0
19069,10000.0, 36 months,10.64,325.69,26000.0,28.07,16777.0,21.0
8602,17125.0, 60 months,11.22,374.23,72000.0,34.4,12443.0,23.0
8384,12000.0, 36 months,9.17,382.55,85000.0,7.54,11299.0,21.0
15549,30350.0, 36 months,6.89,935.6,103000.0,6.96,15753.0,33.0
14674,24700.0, 60 months,23.99,710.43,65000.0,20.83,6010.0,28.0
13487,12000.0, 36 months,10.64,390.83,67200.0,5.79,6132.0,19.0
7322,4000.0, 36 months,9.17,127.52,55000.0,9.64,1062.0,15.0
2502,10800.0, 36 months,12.88,363.28,27000.0,8.58,5769.0,10.0
14161,4000.0, 36 months,11.99,132.84,50000.0,28.54,12094.0,36.0
20521,10000.0, 36 months,12.59,334.97,38000.0,22.11,2176.0,6.0
17319,7600.0, 36 months,14.48,261.53,65000.0,25.59,7018.0,31.0
3050,1500.0, 36 months,13.44,50.86,39600.0,22.51,12232.0,16.0
8557,28000.0, 60 months,13.18,639.67,80000.0,15.66,41916.0,24.0
11096,11000.0, 36 months,13.18,371.59,55300.0,10.81,14969.0,53.0
1694,35000.0, 60 months,15.77,846.87,300000.0,7.53,44388.0,40.0
19687,35000.0, 60 months,13.67,808.42,77000.0,13.03,21074.0,35.0
18720,10000.0, 36 months,14.48,344.12,64000.0,30.85,22362.0,41.0
21824,20000.0, 36 months,15.41,697.33,60000.0,22.81,13543.0,26.0
9847,1500.0, 36 months,14.48,51.62,43000.0,17.11,4944.0,27.0
6145,17875.0, 36 months,18.99,655.14,80000.0,36.62,16102.0,37.0
19653,8625.0, 36 months,11.22,283.28,45000.0,37.72,1916.0,11.0
7444,12000.0, 36 months,11.22,394.12,65000.0,9.49,7463.0,10.0
23438,13850.0, 60 months,22.99,390.36,33000.0,30.62,11771.0,24.0
2947,24000.0, 36 months,6.49,735.47,110000.0,7.87,26946.0,29.0
15778,10775.0, 60 months,18.2,274.79,80000.0,12.84,2241.0,9.0
18214,15000.0, 60 months,18.99,389.03,53000.0,11.07,934.0,97.0
11398,8000.0, 36 months,11.22,262.75,32000.0,22.73,4091.0,12.0
2302,5000.0, 36 months,11.48,164.84,90000.0,17.41,21553.0,26.0
21700,19200.0, 36 months,16.55,680.25,70000.0,31.39,12844.0,52.0
6543,19750.0, 60 months,18.99,512.22,42988.0,38.82,28963.0,12.0
23686,22000.0, 60 months,13.67,508.15,65000.0,12.22,7157.0,18.0
14618,19000.0, 36 months,7.89,594.43,175000.0,3.72,5186.0,13.0
14308,8000.0, 36 months,8.38,252.1,75000.0,7.95,16562.0,5.0
12253,5000.0, 36 months,13.67,170.09,30000.0,8.44,5548.0,11.0
11657,10000.0, 36 months,13.18,337.81,40500.0,15.35,5501.0,7.0
19393,12000.0, 36 months,8.38,378.15,55000.0,22.76,14645.0,28.0
22737,18000.0, 60 months,23.99,517.72,50000.0,26.84,8355.0,43.0
1749,22400.0, 36 months,9.8,720.69,100000.0,14.5,13285.0,51.0
22520,7000.0, 36 months,9.76,225.09,31775.0,9.78,3995.0,16.0
6218,6000.0, 36 months,7.49,186.61,90000.0,3.41,6857.0,35.0
6599,12000.0, 36 months,6.49,367.74,88000.0,19.91,13151.0,56.0
1079,35000.0, 36 months,18.49,1273.96,170000.0,16.04,41435.0,43.0
12315,22800.0, 60 months,18.99,591.32,60000.0,25.14,18508.0,37.0
16723,30000.0, 60 months,13.18,685.36,170000.0,16.03,11636.0,36.0
2873,15000.0, 36 months,8.49,473.45,36000.0,28.43,18114.0,44.0
5512,20000.0, 60 months,12.88,453.84,56000.0,14.06,16433.0,27.0
18149,24000.0, 36 months,5.32,722.76,104040.0,19.77,25332.0,20.0
14004,15025.0, 36 months,13.67,511.12,55000.0,19.31,1225.0,15.0
21306,10000.0, 36 months,25.99,402.86,12079.0,40.56,3972.0,8.0
2354,8400.0, 36 months,6.49,257.42,48500.0,29.04,29920.0,18.0
11527,35000.0, 60 months,15.41,840.2,109000.0,23.58,24802.0,19.0
1466,5000.0, 36 months,9.8,160.87,102000.0,21.3,29073.0,24.0
8952,24000.0, 36 months,12.59,803.93,84200.0,25.98,37782.0,41.0
14112,15000.0, 36 months,9.76,482.32,60000.0,15.22,10304.0,5.0
13465,21775.0, 36 months,17.86,785.69,150000.0,3.84,1050.0,24.0
9312,15000.0, 60 months,18.99,389.03,64000.0,18.58,8062.0,8.0
13847,28550.0, 60 months,18.2,728.1,97484.0,30.51,15328.0,35.0
16664,17000.0, 36 months,13.18,574.28,66207.0,22.82,12606.0,32.0
18041,20000.0, 36 months,8.38,630.24,140000.0,18.37,28409.0,20.0
19242,12000.0, 60 months,19.99,317.86,42395.0,18.63,10430.0,8.0
7658,28000.0, 36 months,7.89,876.0,200000.0,30.05,83841.0,35.0
15713,1200.0, 36 months,12.59,40.2,55000.0,17.94,5253.0,44.0
4467,20000.0, 36 months,13.99,683.46,60000.0,12.24,13167.0,21.0
19320,35000.0, 60 months,26.77,1063.94,82000.0,16.77,21717.0,21.0
6732,21600.0, 36 months,13.99,738.14,60000.0,20.68,27188.0,10.0
10297,2500.0, 36 months,11.22,82.11,29000.0,9.44,1886.0,18.0
8622,12000.0, 36 months,9.76,385.86,70000.0,18.38,20802.0,30.0
1622,15000.0, 36 months,10.78,489.52,65000.0,22.58,16859.0,29.0
9588,10000.0, 36 months,11.22,328.43,55000.0,8.23,7819.0,20.0
1359,8000.0, 36 months,10.78,261.08,35500.0,6.05,5608.0,20.0
1058,7800.0, 36 months,10.78,254.56,50500.0,12.02,4661.0,35.0
10375,7600.0, 36 months,16.99,270.93,26000.0,19.25,2816.0,18.0
19028,2800.0, 36 months,7.26,86.79,39000.0,12.55,7102.0,41.0
8704,1500.0, 36 months,12.59,50.25,49500.0,31.61,7821.0,38.0
22085,32500.0, 60 months,11.22,710.2,118500.0,27.08,17142.0,23.0
19866,8000.0, 36 months,14.48,275.29,50000.0,18.29,3508.0,13.0
598,5000.0, 36 months,10.78,163.18,55000.0,30.98,17669.0,12.0
15125,8000.0, 36 months,13.18,270.25,72300.0,7.29,2077.0,9.0
15194,12000.0, 36 months,14.48,412.94,33600.0,26.57,11689.0,21.0
20114,20000.0, 36 months,12.59,669.94,47000.0,22.47,4349.0,37.0
23355,22000.0, 36 months,12.59,736.93,112320.0,22.84,23369.0,42.0
15247,22000.0, 36 months,5.32,662.53,110000.0,19.74,68108.0,28.0
5383,9000.0, 36 months,7.91,281.66,77000.0,25.81,5166.0,22.0
23572,10000.0, 36 months,11.22,328.43,175000.0,22.3,29422.0,32.0
2984,20000.0, 36 months,9.17,637.58,48000.0,20.78,20861.0,41.0
8452,19200.0, 60 months,10.64,414.02,51000.0,31.22,30341.0,20.0
21632,10000.0, 36 months,9.17,318.79,37000.0,35.26,10649.0,29.0
13268,6000.0, 36 months,7.89,187.72,26000.0,24.52,5947.0,19.0
17836,16725.0, 36 months,13.18,564.99,120000.0,9.58,9961.0,20.0
23318,10000.0, 36 months,12.59,334.97,56500.0,18.2,7586.0,36.0
17861,15000.0, 36 months,11.99,498.15,100000.0,18.0,8229.0,27.0
15850,15000.0, 60 months,13.67,346.47,45000.0,19.36,9470.0,31.0
11993,6025.0, 36 months,13.67,204.96,27000.0,8.87,5097.0,9.0
21872,5000.0, 36 months,13.67,170.09,115000.0,11.63,18832.0,74.0
4041,10000.0, 36 months,6.99,308.73,150000.0,6.54,8934.0,22.0
20868,3600.0, 36 months,5.32,108.42,99930.0,12.95,3931.0,22.0
22031,30000.0, 60 months,25.99,898.04,60000.0,10.3,7763.0,20.0
6144,10000.0, 36 months,9.8,321.74,37000.0,7.69,7810.0,19.0
21191,9000.0, 36 months,13.67,306.16,40000.0,37.39,4668.0,24.0
2178,9000.0, 36 months,9.17,286.92,38000.0,32.6,7189.0,23.0
19803,5000.0, 36 months,11.99,166.05,17200.0,59.18,5820.0,21.0
6531,2800.0, 36 months,12.88,94.19,75000.0,3.44,5676.0,22.0
6188,10000.0, 36 months,9.17,318.79,28000.0,20.87,9323.0,14.0
19593,25000.0, 36 months,6.24,763.28,60000.0,19.2,22672.0,28.0
9414,35000.0, 60 months,17.86,886.11,130000.0,16.31,35974.0,15.0
17986,4000.0, 36 months,15.41,139.47,42000.0,21.37,1665.0,22.0
1982,7000.0, 36 months,6.49,214.52,93000.0,34.35,15696.0,32.0
16733,28000.0, 36 months,6.24,854.87,100000.0,5.43,24367.0,22.0
23332,20000.0, 36 months,13.18,675.62,53391.0,36.73,8315.0,21.0
4335,21600.0, 60 months,14.85,512.17,78000.0,28.18,8203.0,33.0
18963,3000.0, 36 months,11.99,99.63,62000.0,16.65,11576.0,40.0
1835,10000.0, 36 months,9.17,318.79,45500.0,28.09,11444.0,57.0
2263,26075.0, 36 months,18.99,955.68,72470.0,27.59,11065.0,23.0
3875,28000.0, 36 months,5.32,843.22,100000.0,12.41,16491.0,29.0
19470,15000.0, 36 months,13.18,506.72,65400.0,23.38,7777.0,33.0
23990,6500.0, 36 months,9.76,209.01,52000.0,19.37,3352.0,33.0
17857,10000.0, 36 months,9.17,318.79,60000.0,7.52,12420.0,22.0
6069,15700.0, 60 months,11.99,349.16,61000.0,15.64,16093.0,38.0
13811,12200.0, 36 months,13.67,415.02,60000.0,12.02,14642.0,26.0
13426,15350.0, 60 months,22.99,432.64,30744.0,33.29,1804.0,26.0
16155,9075.0, 36 months,16.55,321.52,30000.0,26.84,9472.0,19.0
23638,20000.0, 36 months,9.17,637.58,68500.0,32.03,11908.0,23.0
23949,33975.0, 60 months,18.2,866.45,79000.0,36.59,21075.0,32.0
7126,2325.0, 36 months,19.99,86.4,25882.92,16.74,17629.0,9.0
13242,13600.0, 36 months,10.64,442.94,44000.0,29.46,10727.0,24.0
19504,10000.0, 36 months,9.17,318.79,60000.0,22.84,13659.0,33.0
11373,25000.0, 36 months,15.41,871.67,85000.0,25.89,42265.0,37.0
10423,7000.0, 36 months,11.99,232.47,44000.0,28.86,3815.0,32.0
1313,8000.0, 36 months,12.88,269.09,55000.0,9.03,24339.0,19.0
3673,10000.0, 36 months,5.32,301.15,52800.0,26.62,10614.0,24.0
3935,10000.0, 36 months,6.49,306.45,90000.0,12.07,9223.0,19.0
15959,12000.0, 60 months,17.86,303.81,56000.0,15.32,19820.0,25.0
21341,16000.0, 60 months,18.49,410.58,57000.0,14.0,20183.0,32.0
21204,18000.0, 36 months,5.32,542.07,180000.0,6.67,24000.0,38.0
3885,2000.0, 36 months,11.48,65.94,115000.0,24.64,44622.0,44.0
3019,16000.0, 36 months,11.48,527.47,101000.0,26.76,17478.0,21.0
618,5875.0, 36 months,11.48,193.68,25200.0,10.48,4446.0,11.0
862,12000.0, 36 months,11.48,395.6,47140.0,33.1,35362.0,20.0
21274,18000.0, 36 months,9.17,573.83,125000.0,25.44,43731.0,23.0
9008,6000.0, 36 months,9.17,191.28,49850.0,25.4,16.0,25.0
18178,20000.0, 60 months,13.18,456.91,85000.0,10.77,6450.0,32.0
6266,11200.0, 60 months,19.89,296.05,45800.0,29.32,8396.0,14.0
11355,4000.0, 36 months,8.38,126.05,75000.0,13.1,5052.0,29.0
5876,20000.0, 60 months,22.45,557.51,80000.0,9.05,2663.0,22.0
8877,20000.0, 36 months,11.99,664.2,60000.0,13.06,3248.0,27.0
7388,5425.0, 36 months,22.99,209.98,50000.0,37.95,47299.0,28.0
7105,30000.0, 60 months,17.57,754.81,80000.0,16.46,53103.0,28.0
13445,24000.0, 36 months,9.17,765.1,60000.0,20.89,22407.0,20.0
984,20900.0, 36 months,18.49,760.74,55000.0,18.96,5299.0,30.0
1085,24000.0, 60 months,12.88,544.61,70000.0,22.69,16957.0,24.0
4739,12000.0, 36 months,11.48,395.6,50000.0,17.02,6059.0,17.0
2826,24000.0, 36 months,6.49,735.47,155000.0,27.15,68320.0,48.0
14327,20000.0, 36 months,11.99,664.2,60000.0,15.44,26213.0,11.0
23312,8625.0, 36 months,7.89,269.84,40000.0,28.62,10101.0,21.0
4437,12000.0, 36 months,9.17,382.55,55000.0,31.86,10237.0,20.0
9352,4500.0, 36 months,11.22,147.8,25000.0,31.25,9377.0,5.0
6919,5350.0, 36 months,18.99,196.09,21000.0,19.43,7826.0,12.0
3947,5000.0, 36 months,5.32,150.58,80000.0,0.75,1801.0,28.0
6596,21000.0, 60 months,15.77,508.12,72500.0,4.02,8602.0,13.0
960,8375.0, 36 months,13.99,286.2,32000.0,7.5,2377.0,14.0
5245,10000.0, 36 months,7.91,312.95,44298.0,25.22,6476.0,55.0
17525,5600.0, 36 months,11.99,185.98,109000.0,21.69,27002.0,38.0
7298,25000.0, 36 months,11.99,830.24,60000.0,15.07,24308.0,39.0
6612,34300.0, 36 months,15.77,1202.0,78000.0,14.48,31175.0,26.0
17390,35000.0, 60 months,23.99,1006.68,115000.0,12.7,3254.0,23.0
15016,20000.0, 60 months,13.67,461.96,100000.0,7.58,13862.0,22.0
12807,4475.0, 36 months,18.99,164.02,14000.0,23.93,8829.0,5.0
19801,21000.0, 36 months,9.76,675.25,117992.0,10.67,4580.0,29.0
8221,6600.0, 36 months,9.76,212.23,40000.0,19.08,2270.0,18.0
4116,22500.0, 36 months,14.85,778.32,114000.0,9.83,20164.0,38.0
17469,11425.0, 60 months,17.57,287.46,83803.0,35.37,5690.0,39.0
8138,16200.0, 60 months,19.99,429.12,45000.0,31.73,20069.0,28.0
10614,14400.0, 36 months,8.38,453.78,50000.0,36.24,21271.0,64.0
737,12000.0, 60 months,13.99,279.16,35000.0,32.68,12627.0,16.0
1230,28000.0, 36 months,5.32,843.22,265000.0,9.49,12907.0,36.0
11930,10000.0, 36 months,17.57,359.38,54000.0,17.77,9691.0,14.0
12467,28000.0, 60 months,22.99,789.18,90000.0,22.36,13139.0,39.0
9818,12000.0, 36 months,11.99,398.52,40000.0,29.79,27603.0,19.0
22124,8000.0, 36 months,11.99,265.68,33000.0,31.28,10127.0,22.0
19852,8000.0, 36 months,8.38,252.1,163000.0,19.48,44874.0,31.0
5955,9700.0, 36 months,17.97,350.54,40000.0,20.97,8844.0,39.0
5630,15000.0, 36 months,10.78,489.52,49000.0,4.67,6277.0,15.0
17379,14000.0, 36 months,8.38,441.17,57000.0,26.98,23536.0,37.0
17064,7000.0, 36 months,11.99,232.47,50000.0,27.22,6401.0,7.0
16135,20000.0, 36 months,16.55,708.59,60000.0,16.74,16282.0,25.0
2145,28000.0, 36 months,5.32,843.22,350000.0,16.82,151377.0,29.0
21516,21000.0, 60 months,16.55,516.84,55000.0,35.83,16661.0,33.0
10693,5300.0, 36 months,11.22,174.07,25000.0,26.4,4011.0,14.0
17441,26600.0, 60 months,7.89,537.96,182000.0,18.49,16287.0,42.0
4105,4000.0, 36 months,14.85,138.37,90000.0,9.48,6574.0,11.0
11368,7500.0, 36 months,7.89,234.65,50000.0,13.71,8062.0,25.0
14830,35000.0, 36 months,13.67,1190.62,84000.0,20.83,48135.0,25.0
21296,10000.0, 36 months,9.76,321.55,60000.0,8.74,4845.0,16.0
10352,21600.0, 60 months,13.67,498.91,107000.0,5.73,8599.0,16.0
12940,11200.0, 60 months,16.99,278.29,55000.0,23.32,5781.0,13.0
10800,4525.0, 36 months,16.55,160.32,27000.0,3.56,1423.0,12.0
6999,11200.0, 36 months,9.76,360.14,50000.0,2.69,4165.0,16.0
15891,3200.0, 36 months,11.22,105.1,74000.0,4.61,8343.0,13.0
8338,14000.0, 36 months,9.17,446.31,50000.0,10.49,3052.0,17.0
5859,30000.0, 36 months,9.8,965.21,99933.34,17.08,30358.0,18.0
9283,2000.0, 36 months,12.59,67.0,94000.0,6.19,31314.0,27.0
17002,20000.0, 36 months,9.17,637.58,95000.0,7.77,9299.0,28.0
2503,6000.0, 36 months,7.49,186.61,242000.0,19.22,36741.0,47.0
8219,24000.0, 60 months,11.22,524.46,85000.0,18.11,22474.0,33.0
1804,6500.0, 36 months,10.78,212.13,54000.0,24.61,3801.0,20.0
6390,10000.0, 36 months,13.44,339.07,40000.0,26.13,11266.0,11.0
12285,30000.0, 60 months,13.67,692.93,90000.0,17.05,9367.0,25.0
17881,19350.0, 36 months,22.99,748.94,63000.0,8.82,1445.0,13.0
2676,28000.0, 36 months,7.91,876.26,115000.0,10.15,15253.0,32.0
5027,20000.0, 60 months,22.45,557.51,84000.0,13.21,14236.0,20.0
21459,5600.0, 36 months,7.89,175.2,21800.0,28.91,2793.0,14.0
15683,20450.0, 60 months,19.99,541.69,64000.0,26.48,2249.0,18.0
5602,17675.0, 60 months,21.48,482.96,40000.0,39.12,11328.0,13.0
13877,15000.0, 36 months,9.76,482.32,120000.0,12.45,14556.0,20.0
15347,12000.0, 60 months,17.57,301.93,34000.0,33.15,7853.0,9.0
10182,18000.0, 60 months,7.89,364.03,118000.0,24.9,8605.0,30.0
835,6000.0, 36 months,5.32,180.69,52000.0,15.82,14849.0,20.0
2357,5500.0, 36 months,11.48,181.32,54000.0,38.0,12969.0,21.0
10564,15000.0, 36 months,6.24,457.97,115000.0,13.76,12637.0,35.0
11255,25000.0, 36 months,15.41,871.67,52000.0,21.99,36298.0,24.0
7841,7000.0, 36 months,5.32,210.81,29500.0,11.92,8626.0,10.0
5584,15000.0, 36 months,6.99,463.09,60000.0,5.52,9769.0,15.0
20934,35000.0, 36 months,13.18,1182.33,160000.0,20.76,25863.0,21.0
897,8675.0, 36 months,19.89,321.91,36000.0,33.93,12997.0,27.0
1865,4000.0, 36 months,13.44,135.63,75000.0,14.94,21333.0,31.0
15046,34500.0, 60 months,28.99,1094.89,69048.0,33.8,15490.0,38.0
18725,12000.0, 60 months,13.67,277.18,68000.0,11.05,24424.0,6.0
7767,8725.0, 36 months,11.22,286.56,47404.0,18.91,33268.0,13.0
20160,1000.0, 36 months,7.89,31.29,62652.0,16.37,6328.0,17.0
17170,8000.0, 36 months,17.86,288.66,85000.0,36.1,10619.0,24.0
7316,17500.0, 60 months,20.5,468.53,134000.0,5.21,3684.0,9.0
5160,5000.0, 36 months,12.88,168.19,45000.0,34.21,5197.0,20.0
841,28000.0, 36 months,7.91,876.26,111000.0,17.76,24758.0,21.0
16403,35000.0, 60 months,18.49,898.13,87971.11,14.0,20324.0,15.0
15176,35000.0, 60 months,10.64,754.72,120000.0,10.69,27956.0,56.0
19219,1800.0, 36 months,13.67,61.24,45000.0,25.49,2889.0,11.0
22712,25600.0, 36 months,5.32,770.94,70000.0,13.85,20835.0,19.0
8817,9600.0, 36 months,12.59,321.57,92500.0,6.23,10669.0,22.0
15686,10000.0, 60 months,16.99,248.48,40000.0,15.89,10283.0,17.0
10803,10000.0, 36 months,9.17,318.79,32500.0,20.42,11210.0,20.0
10446,14000.0, 36 months,7.89,438.0,47000.0,32.97,15181.0,37.0
12781,12000.0, 36 months,15.41,418.4,44000.0,3.25,2176.0,12.0
20268,5000.0, 36 months,16.99,178.24,55000.0,20.51,6866.0,14.0
17854,8000.0, 36 months,13.67,272.15,35000.0,11.42,8799.0,16.0
14776,20000.0, 36 months,8.38,630.24,40000.0,18.03,22889.0,10.0
15635,7000.0, 36 months,6.24,213.72,58000.0,4.26,11193.0,12.0
9188,11900.0, 60 months,17.86,301.28,32000.0,17.11,5272.0,10.0
1512,4850.0, 36 months,11.99,161.07,39000.0,18.37,12255.0,15.0
2581,15000.0, 60 months,13.44,344.69,129000.0,18.95,17281.0,30.0
10378,15000.0, 60 months,12.59,338.16,71000.0,6.63,5560.0,7.0
13424,19175.0, 60 months,17.86,485.46,82000.0,34.32,3669.0,30.0
14043,21000.0, 60 months,11.22,458.9,65000.0,21.03,28451.0,42.0
20679,6000.0, 36 months,11.22,197.06,75000.0,29.89,12932.0,35.0
19971,8000.0, 36 months,10.64,260.55,60000.0,5.62,6143.0,20.0
9665,6650.0, 36 months,11.22,218.41,18500.0,7.38,5061.0,50.0
20452,24975.0, 36 months,18.2,905.42,90000.0,11.48,17655.0,27.0
16725,25000.0, 36 months,7.89,782.15,130000.0,10.37,32098.0,44.0
1134,18000.0, 36 months,9.8,579.13,45000.0,21.39,4667.0,31.0
13568,10000.0, 36 months,9.76,321.55,32000.0,13.39,3502.0,45.0
13893,16000.0, 60 months,8.38,327.34,62028.0,22.27,18887.0,13.0
11312,15000.0, 36 months,5.32,451.73,98000.0,13.57,11786.0,40.0
16010,12000.0, 36 months,12.59,401.97,48000.0,10.24,9184.0,19.0
18683,16000.0, 36 months,12.59,535.95,54000.0,21.38,9388.0,15.0
4691,12000.0, 60 months,25.09,352.85,104000.0,23.2,26949.0,28.0
13263,34825.0, 36 months,10.64,1134.2,250000.0,7.02,4655.0,24.0
21354,25000.0, 60 months,9.76,528.23,94000.0,18.9,18058.0,22.0
13776,12000.0, 36 months,7.26,371.96,40000.0,2.85,3812.0,24.0
10849,20000.0, 36 months,10.64,651.37,67000.0,8.57,24390.0,19.0
2209,9400.0, 36 months,23.13,364.51,35760.0,20.7,500.0,37.0
16401,12000.0, 36 months,8.38,378.15,65000.0,5.34,4374.0,12.0
12192,8000.0, 36 months,7.89,250.29,75000.0,31.15,26477.0,23.0
22552,14050.0, 36 months,12.59,470.64,37000.0,14.37,11695.0,9.0
22985,18000.0, 60 months,9.76,380.33,130000.0,9.33,9690.0,30.0
1966,17000.0, 36 months,13.99,580.94,90000.0,18.36,36371.0,69.0
16500,7800.0, 36 months,23.99,305.98,26000.0,29.18,4737.0,8.0
8824,6000.0, 36 months,9.76,192.93,72000.0,24.36,20062.0,15.0
23310,25000.0, 60 months,11.22,546.31,100000.0,11.81,17942.0,24.0
2755,4800.0, 36 months,9.8,154.44,33000.0,6.91,5327.0,13.0
5761,3000.0, 36 months,12.88,100.91,52201.91,14.85,8824.0,32.0
489,11000.0, 60 months,13.99,255.9,52000.0,5.7,8800.0,8.0
1489,24000.0, 60 months,14.85,569.08,70000.0,37.97,25045.0,23.0
6024,15000.0, 36 months,12.88,504.55,72000.0,21.23,35243.0,22.0
